TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces meyeri	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	4	9.0	4.0	#64fbc3	#2884f6	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	4	9.0	4.0	#64fbc3	#2884f6	Mixed	#cccccc
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	10	10.0	6.0	#7effb5	#04b9ea	Mixed	#cccccc
Aggregatibacter actinomycetemcomitans	Buccal_mucosa	#445cfb	7	12.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Aggregatibacter aphrophilus	Saliva	#cbe486	12	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Aggregatibacter segnis	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Atopobium sp. oral taxon 199	Subgingival_plaque	#ffac5c	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Bacteroides caccae	Stool	#e8cb72	3	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Bacteroides dorei	Stool	#e8cb72	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Bacteroides gallinarum	Stool	#e8cb72	2	18.0	10.0	#ff5029	#5df9c7	Mixed	#cccccc
Bacteroides intestinalis	Stool	#e8cb72	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Bacteroides massiliensis	Stool	#e8cb72	3	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Bacteroides stercoris	Stool	#e8cb72	4	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Bacteroides uniformis	Stool	#e8cb72	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Bacteroides vulgatus	Stool	#e8cb72	3	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Campylobacter curvus	Supragingival_plaque	#ff8646	4	5.0	12.0	#01b3ec	#8bfeae	Mixed	#cccccc
Campylobacter mucosalis	Attached	#622ffe	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Campylobacter sp. 10_1_50	Attached	#622ffe	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Campylobacter sp. FOBRC14	Attached	#622ffe	3	5.0	12.0	#01b3ec	#8bfeae	Mixed	#cccccc
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8646	4	13.0	0.0	#cbe486	#8000ff	Mixed	#cccccc
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#ffac5c	5	4.0	0.0	#1996f3	#8000ff	Mixed	#cccccc
Capnocytophaga sp. oral taxon 380	Supragingival_plaque	#ff8646	4	13.0	0.0	#cbe486	#8000ff	Mixed	#cccccc
Capnocytophaga sp. oral taxon 412	Supragingival_plaque	#ff8646	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Cardiobacterium hominis	Subgingival_plaque	#ffac5c	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Cardiobacterium valvarum	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Carnobacterium divergens	Saliva	#cbe486	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
Clostridium sp. L2-50	Stool	#e8cb72	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Corynebacterium argentoratense	Tongue_dorsum	#ff2f18	4	9.0	4.0	#64fbc3	#2884f6	Mixed	#cccccc
Corynebacterium durum	Supragingival_plaque	#ff8646	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Corynebacterium kroppenstedtii	R_Retroauricular_crease	#acf59a	4	13.0	0.0	#cbe486	#8000ff	Mixed	#cccccc
Corynebacterium sp. GD7	Anterior_nares	#8000ff	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Cryptobacterium curtum	Saliva	#cbe486	3	5.0	12.0	#01b3ec	#8bfeae	Mixed	#cccccc
Dialister micraerophilus	Saliva	#cbe486	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Eggerthia catenaformis	Subgingival_plaque	#ffac5c	3	5.0	12.0	#01b3ec	#8bfeae	Mixed	#cccccc
Eikenella corrodens	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Escherichia coli	Stool	#e8cb72	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
[Eubacterium] eligens	Stool	#e8cb72	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
[Eubacterium] nodatum	Subgingival_plaque	#ffac5c	4	5.0	12.0	#01b3ec	#8bfeae	Mixed	#cccccc
[Eubacterium] rectale	Stool	#e8cb72	4	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
[Eubacterium] siraeum	Stool	#e8cb72	3	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
[Eubacterium] yurii	Subgingival_plaque	#ffac5c	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Faecalibacterium prausnitzii	Stool	#e8cb72	4	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Fusobacterium hwasookii	Supragingival_plaque	#ff8646	10	7.0	15.0	#32e3da	#cce385	Mixed	#cccccc
Fusobacterium sp. OBRC1	Throat	#ff5c2f	8	11.0	16.0	#99fca6	#e2d176	Mixed	#cccccc
Gardnerella vaginalis	Vaginal_introitus	#ff0000	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
Gemella bergeri	Keratinized_gingiva	#17cbe4	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Haemophilus parahaemolyticus	Buccal_mucosa_NA	#2686f5	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Haemophilus paraphrohaemolyticus	Buccal_mucosa	#445cfb	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
[Haemophilus] parasuis	Buccal_mucosa	#445cfb	3	19.0	8.0	#ff2914	#30e1da	Mixed	#cccccc
Haemophilus sp. C1	Buccal_mucosa	#445cfb	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Haemophilus sputorum	Saliva	#cbe486	12	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Hallella seregens	Subgingival_plaque	#ffac5c	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Johnsonella ignava	Subgingival_plaque	#ffac5c	8	12.0	2.0	#b2f396	#5444fd	Mixed	#cccccc
Kingella denitrificans	Supragingival_plaque	#ff8646	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Kingella kingae	Keratinized_gingiva	#17cbe4	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Kingella sp. Sch538	Keratinized_gingiva	#17cbe4	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Lachnoanaerobaculum sp. MSX33	Tongue_dorsum	#ff2f18	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Lachnospiraceae bacterium oral taxon 082	Tongue_dorsum	#ff2f18	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Lactobacillus coryniformis	Saliva	#cbe486	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
Lactobacillus crispatus	Mid_vagina	#52f5cb	1	6.0	7.0	#18cde4	#1acfe3	Mixed	#cccccc
Lactobacillus curvatus	Anterior_nares	#8000ff	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
Lactobacillus gasseri	Posterior_fornix	#8efeac	2	7.0	9.0	#32e3da	#46efd1	Mixed	#cccccc
Lactobacillus helveticus	Posterior_fornix	#8efeac	2	11.0	13.0	#99fca6	#a0faa1	Mixed	#cccccc
Lactococcus lactis	Anterior_nares	#8000ff	6	16.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Leptotrichia buccalis	Supragingival_plaque	#ff8646	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Leptotrichia hofstadii	Supragingival_plaque	#ff8646	8	15.0	5.0	#feb562	#11a0f1	Mixed	#cccccc
Leptotrichia shahii	Tongue_dorsum	#ff2f18	4	9.0	4.0	#64fbc3	#2884f6	Mixed	#cccccc
Leptotrichia sp. oral taxon 225	Supragingival_plaque	#ff8646	3	9.0	4.0	#64fbc3	#2884f6	Mixed	#cccccc
