TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Aggregatibacter segnis	Supragingival_plaque	#ff8646	13	21.0	7.0	#feb562	#04b9ea	Mixed	#cccccc
Alistipes obesi	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Atopobium rimae	Subgingival_plaque	#ffac5c	17	19.0	10.0	#dbd87b	#3dead5	Mixed	#cccccc
Atopobium sp. oral taxon 199	Subgingival_plaque	#ffac5c	4	13.0	0.0	#6dfdbf	#8000ff	Mixed	#cccccc
Bacteroides coprocola	Stool	#e8cb72	2	3.0	8.0	#4a53fb	#17cbe4	Mixed	#cccccc
Bacteroides dorei	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Bacteroides fragilis	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Bacteroides gallinarum	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Bacteroides plebeius	Stool	#e8cb72	2	3.0	8.0	#4a53fb	#17cbe4	Mixed	#cccccc
Bacteroides pyogenes	Stool	#e8cb72	2	23.0	2.0	#ff8947	#5c38fd	Mixed	#cccccc
Bacteroides thetaiotaomicron	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Bacteroides uniformis	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Bacteroides vulgatus	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Burkholderiales bacterium 1_1_47	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Campylobacter rectus	Subgingival_plaque	#ffac5c	19	19.0	10.0	#dbd87b	#3dead5	Mixed	#cccccc
Candidatus Alistipes marseilloanorexicus	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Attached	#622ffe	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8646	15	12.0	11.0	#5af8c8	#4ef3cd	Mixed	#cccccc
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	14	8.0	3.0	#10c6e6	#4856fb	Mixed	#cccccc
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	13	8.0	3.0	#10c6e6	#4856fb	Mixed	#cccccc
Carnobacterium maltaromaticum	Hard_palate	#08acee	2	23.0	2.0	#ff8947	#5c38fd	Mixed	#cccccc
Centipeda periodontii	Subgingival_plaque	#ffac5c	17	19.0	10.0	#dbd87b	#3dead5	Mixed	#cccccc
Corynebacterium casei	Anterior_nares	#8000ff	2	3.0	8.0	#4a53fb	#17cbe4	Mixed	#cccccc
Corynebacterium diphtheriae	Anterior_nares	#8000ff	2	3.0	8.0	#4a53fb	#17cbe4	Mixed	#cccccc
Dialister invisus	Stool	#e8cb72	19	19.0	10.0	#dbd87b	#3dead5	Mixed	#cccccc
Eggerthia catenaformis	Subgingival_plaque	#ffac5c	4	13.0	0.0	#6dfdbf	#8000ff	Mixed	#cccccc
[Eubacterium] infirmum	Subgingival_plaque	#ffac5c	15	12.0	11.0	#5af8c8	#4ef3cd	Mixed	#cccccc
[Eubacterium] nodatum	Subgingival_plaque	#ffac5c	4	13.0	0.0	#6dfdbf	#8000ff	Mixed	#cccccc
[Eubacterium] rectale	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8	Mixed	#cccccc
