TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces oris	Supragingival_plaque	#ff8646	4	1.0	2.0	#7216ff	#5e35fe	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	2	11.0	4.0	#20d5e1	#3c68f9	Mixed	#cccccc
Akkermansia muciniphila	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Alistipes obesi	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Alistipes putredinis	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Alistipes shahii	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9	Mixed	#cccccc
Bacteroides caccae	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Bacteroides coprocola	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9	Mixed	#cccccc
Bacteroides eggerthii	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Bacteroides finegoldii	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Bacteroides fragilis	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Bacteroides massiliensis	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9	Mixed	#cccccc
Bacteroides plebeius	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9	Mixed	#cccccc
Bacteroides stercoris	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9	Mixed	#cccccc
Bacteroides uniformis	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9	Mixed	#cccccc
Bacteroides vulgatus	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Barnesiella intestinihominis	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9	Mixed	#cccccc
Butyricimonas virosa	Stool	#e8cb72	1	34.0	10.0	#ff190d	#2adddd	Mixed	#cccccc
Campylobacter curvus	Supragingival_plaque	#ff8646	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
Campylobacter gracilis	Subgingival_plaque	#ffac5c	7	0.0	14.0	#8000ff	#6efebe	Mixed	#cccccc
Campylobacter hominis	R_Retroauricular_crease	#acf59a	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
Campylobacter sp. FOBRC14	Attached	#622ffe	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
Capnocytophaga sp. oral taxon 332	Supragingival_plaque	#ff8646	6	22.0	3.0	#c0eb8d	#4e4dfc	Mixed	#cccccc
Capnocytophaga sp. oral taxon 338	Subgingival_plaque	#ffac5c	7	22.0	3.0	#c0eb8d	#4e4dfc	Mixed	#cccccc
Capnocytophaga sp. oral taxon 863	Supragingival_plaque	#ff8646	6	22.0	3.0	#c0eb8d	#4e4dfc	Mixed	#cccccc
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	10	12.0	18.0	#2fe0db	#b2f396	Mixed	#cccccc
Carnobacterium divergens	Saliva	#cbe486	2	9.0	13.0	#02b7eb	#5df9c7	Mixed	#cccccc
Cellulomonas flavigena	Throat	#ff5c2f	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
Centipeda periodontii	Subgingival_plaque	#ffac5c	8	0.0	14.0	#8000ff	#6efebe	Mixed	#cccccc
[Clostridium] leptum	L_Retroauricular_crease	#34e4d9	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
Corynebacterium argentoratense	Tongue_dorsum	#ff2f18	2	35.0	16.0	#ff0000	#90feab	Mixed	#cccccc
Corynebacterium matruchotii	Supragingival_plaque	#ff8646	10	21.0	9.0	#b2f396	#18cde4	Mixed	#cccccc
Corynebacterium vitaeruminis	Throat	#ff5c2f	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
Dialister invisus	Stool	#e8cb72	10	21.0	9.0	#b2f396	#18cde4	Mixed	#cccccc
Eggerthia catenaformis	Subgingival_plaque	#ffac5c	2	2.0	17.0	#642cfe	#a0faa1	Mixed	#cccccc
Eikenella corrodens	Subgingival_plaque	#ffac5c	2	10.0	4.0	#10c6e6	#3c68f9	Mixed	#cccccc
[Eubacterium] eligens	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9	Mixed	#cccccc
[Eubacterium] nodatum	Subgingival_plaque	#ffac5c	2	4.0	11.0	#4659fb	#3ae8d6	Mixed	#cccccc
