TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	2	1.0	1.0	#7effb5	#2adddd	Mixed	#cccccc
Acinetobacter johnsonii	Anterior_nares	#8000ff	2	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinobacillus ureae	Keratinized_gingiva	#17cbe4	4	0.0	2.0	#8000ff	#d4dd80	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	2	2.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces dentalis	Subgingival_plaque	#ffac5c	2	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinomyces georgiae	Subgingival_plaque	#ffac5c	4	2.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	4	2.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	4	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	4	2.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	4	2.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Actinomyces meyeri	Subgingival_plaque	#ffac5c	4	2.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	4	0.0	1.0	#8000ff	#2adddd	Mixed	#cccccc
Actinomyces odontolyticus	Throat	#ff5c2f	8	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	5	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces sp. HPA0247	Tongue_dorsum	#ff2f18	2	2.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	6	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	2	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	2	2.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	4	2.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	4	1.0	1.0	#7effb5	#2adddd	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	2	1.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	4	1.0	1.0	#7effb5	#2adddd	Mixed	#cccccc
Actinomyces sp. oral taxon 178	Supragingival_plaque	#ff8646	2	2.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
