TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcus	Stool	#b2f396	2	0.0	1.0	#8000ff	#6e1cff
Aggregatibacter	Mixed	#cccccc	28	7.0	4.0	#1acfe3	#3670f8
Anaerotruncus	Stool	#b2f396	13	3.0	0.0	#3e65fa	#8000ff
Arthrobacter	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Atopobacter	Anterior_nares	#8000ff	1	17.0	8.0	#f9bb66	#17cbe4
Azohydromonas	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Basfia	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
Bibersteinia	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
Blautia	Stool	#b2f396	19	3.0	0.0	#3e65fa	#8000ff
Burkholderia	Posterior_fornix	#4df3ce	1	20.0	14.0	#ff6835	#88ffaf
Capnocytophaga	Supragingival_plaque	#ff964f	31	7.0	4.0	#1acfe3	#3670f8
Cardiobacterium	Subgingival_plaque	#e4cf74	18	15.0	3.0	#cce385	#4856fb
Catonella	Subgingival_plaque	#e4cf74	22	7.0	4.0	#1acfe3	#3670f8
Citrobacter	Throat	#ff5029	1	2.0	13.0	#5444fd	#74feba
Clostridium	Stool	#b2f396	27	3.0	0.0	#3e65fa	#8000ff
Coprobacillus	Stool	#b2f396	10	17.0	15.0	#f9bb66	#9bfba5
Coprococcus	Stool	#b2f396	18	3.0	0.0	#3e65fa	#8000ff
Crocosphaera	Anterior_nares	#8000ff	1	11.0	10.0	#72febb	#3dead5
Dehalobacter	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
Delftia	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Desulfotomaculum	Stool	#b2f396	1	19.0	9.0	#ff8646	#2adddd
Dolosigranulum	Anterior_nares	#8000ff	4	14.0	16.0	#b6f193	#aef498
Dorea	Stool	#b2f396	17	3.0	0.0	#3e65fa	#8000ff
Echinicola	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
Eikenella	Subgingival_plaque	#e4cf74	16	15.0	3.0	#cce385	#4856fb
Facklamia	Posterior_fornix	#4df3ce	3	14.0	16.0	#b6f193	#aef498
Faecalibacterium	Stool	#b2f396	27	3.0	0.0	#3e65fa	#8000ff
Faecalicoccus	Stool	#b2f396	1	10.0	18.0	#5df9c7	#d4dd80
Fenollaria	Posterior_fornix	#4df3ce	1	13.0	12.0	#a0faa1	#62fbc4
Flavobacterium	Throat	#ff5029	1	2.0	13.0	#5444fd	#74feba
Flavonifractor	Stool	#b2f396	15	3.0	0.0	#3e65fa	#8000ff
Fusobacterium	Tongue_dorsum	#ff0000	26	7.0	4.0	#1acfe3	#3670f8
Gemella	Buccal_mucosa	#1996f3	35	7.0	4.0	#1acfe3	#3670f8
Gordonibacter	Stool	#b2f396	6	5.0	5.0	#11a0f1	#218cf4
Gulbenkiania	Anterior_nares	#8000ff	1	11.0	10.0	#72febb	#3dead5
Haemophilus	Buccal_mucosa	#1996f3	38	7.0	4.0	#1acfe3	#3670f8
Hallella	Stool	#b2f396	1	1.0	22.0	#6a22fe	#ff8e4a
Helicobacter	Anterior_nares	#8000ff	1	11.0	10.0	#72febb	#3dead5
Herbaspirillum	Mid_vagina	#18cde4	3	23.0	19.0	#ff0000	#e6cd73
Holdemania	Stool	#b2f396	12	3.0	0.0	#3e65fa	#8000ff
Hungatella	Stool	#b2f396	15	3.0	0.0	#3e65fa	#8000ff
Intestinimonas	Stool	#b2f396	16	3.0	0.0	#3e65fa	#8000ff
Janibacter	Throat	#ff5029	1	2.0	13.0	#5444fd	#74feba
Lachnoclostridium	Stool	#b2f396	17	3.0	0.0	#3e65fa	#8000ff
Leptotrichia	Supragingival_plaque	#ff964f	27	7.0	4.0	#1acfe3	#3670f8
Mangrovimonas	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
Mannheimia	Buccal_mucosa	#1996f3	10	12.0	2.0	#8bfeae	#5c38fd
Marvinbryantia	Stool	#b2f396	5	4.0	24.0	#2884f6	#ff592d
Methylobacterium	Anterior_nares	#8000ff	2	21.0	23.0	#ff4724	#ff733b
Microbacterium	Anterior_nares	#8000ff	1	11.0	10.0	#72febb	#3dead5
Micrococcus	Anterior_nares	#8000ff	2	21.0	23.0	#ff4724	#ff733b
Microvirga	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Modestobacter	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Necropsobacter	Buccal_mucosa	#1996f3	3	6.0	11.0	#04b9ea	#4ef3cd
Neisseria	Throat	#ff5029	32	7.0	4.0	#1acfe3	#3670f8
Nocardia	Mid_vagina	#18cde4	3	23.0	19.0	#ff0000	#e6cd73
Nosocomiicoccus	Posterior_fornix	#4df3ce	1	20.0	14.0	#ff6835	#88ffaf
Novosphingobium	Throat	#ff5029	1	2.0	13.0	#5444fd	#74feba
Odoribacter	Stool	#b2f396	20	18.0	6.0	#ffa256	#10a2f0
Oribacterium	Saliva	#7effb5	31	7.0	4.0	#1acfe3	#3670f8
Oscillibacter	Stool	#b2f396	17	3.0	0.0	#3e65fa	#8000ff
Parabacteroides	Stool	#b2f396	27	3.0	0.0	#3e65fa	#8000ff
Pasteurella	Buccal_mucosa	#1996f3	14	12.0	2.0	#8bfeae	#5c38fd
Photobacterium	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Pseudoflavonifractor	Stool	#b2f396	12	3.0	0.0	#3e65fa	#8000ff
Psychrobacter	Saliva	#7effb5	2	22.0	26.0	#ff2613	#ff1f10
Rheinheimera	Anterior_nares	#8000ff	1	16.0	7.0	#e2d176	#04b9ea
Rhodopseudomonas	Posterior_fornix	#4df3ce	1	13.0	12.0	#a0faa1	#62fbc4
Rikenella	Stool	#b2f396	6	12.0	20.0	#8bfeae	#f9bb66
Risungbinella	Anterior_nares	#8000ff	1	11.0	10.0	#72febb	#3dead5
Roseburia	Stool	#b2f396	24	3.0	0.0	#3e65fa	#8000ff
Rothia	Buccal_mucosa	#1996f3	36	7.0	4.0	#1acfe3	#3670f8
Ruminiclostridium	Stool	#b2f396	19	3.0	0.0	#3e65fa	#8000ff
Ruminococcus	Stool	#b2f396	27	3.0	0.0	#3e65fa	#8000ff
Sanguibacter	Saliva	#7effb5	14	7.0	17.0	#1acfe3	#c0eb8d
Selenomonas	Saliva	#7effb5	25	7.0	4.0	#1acfe3	#3670f8
Senegalimassilia	Stool	#b2f396	2	0.0	1.0	#8000ff	#6e1cff
Sneathia	Posterior_fornix	#4df3ce	3	6.0	11.0	#04b9ea	#4ef3cd
Sphingobacterium	Anterior_nares	#8000ff	3	10.0	21.0	#5df9c7	#ffa558
Sphingobium	Mid_vagina	#18cde4	7	22.0	27.0	#ff2613	#ff0000
Streptobacillus	Buccal_mucosa	#1996f3	2	6.0	11.0	#04b9ea	#4ef3cd
