	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Cardiobacterium	2	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#0ac0e8
1	Bacteroides	3	Stool	#b2f396	0.0	3.0	#8000ff	#0ac0e8
2	Centipeda	3	Subgingival_plaque	#e4cf74	1.0	4.0	#4e4dfc	#38e7d7
3	Bifidobacterium	2	Stool	#b2f396	1.0	4.0	#4e4dfc	#38e7d7
4	Gardnerella	2	Posterior_fornix	#4df3ce	8.0	7.0	#ff964f	#c4e88a
5	Faecalibacterium	2	Stool	#b2f396	8.0	7.0	#ff964f	#c4e88a
6	Kytococcus	5	Tongue_dorsum	#ff0000	2.0	2.0	#1996f3	#2489f5
7	Atopobium	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
8	Megasphaera	5	Saliva	#7effb5	3.0	6.0	#18cde4	#96fca7
9	Clostridium	2	Stool	#b2f396	6.0	6.0	#b2f396	#96fca7
10	Pasteurella	3	Buccal_mucosa	#1996f3	10.0	1.0	#ff0000	#5247fc
11	Actinobacillus	2	Buccal_mucosa	#1996f3	10.0	1.0	#ff0000	#5247fc
12	Peptostreptococcus	5	Throat	#ff5029	9.0	9.0	#ff5029	#ff8c49
13	Lachnoanaerobaculum	5	Tongue_dorsum	#ff0000	9.0	9.0	#ff5029	#ff8c49
14	Propionibacterium	3	Anterior_nares	#8000ff	4.0	0.0	#4df3ce	#8000ff
15	Abiotrophia	3	Buccal_mucosa	#1996f3	4.0	0.0	#4df3ce	#8000ff
16	Rothia	5	Buccal_mucosa	#1996f3	5.0	11.0	#7effb5	#ff0000
17	Peptoniphilus	5	Anterior_nares	#8000ff	5.0	11.0	#7effb5	#ff0000
18	Sanguibacter	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
19	Atopobium	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
20	Sanguibacter	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
21	Kytococcus	5	Tongue_dorsum	#ff0000	2.0	2.0	#1996f3	#2489f5
22	Solobacterium	5	Tongue_dorsum	#ff0000	8.0	10.0	#ff964f	#ff4a26
23	Leptotrichia	5	Supragingival_plaque	#ff964f	8.0	10.0	#ff964f	#ff4a26
24	Streptococcus	5	Attached	#4e4dfc	7.0	5.0	#e4cf74	#66fcc2
25	Carnobacterium	5	Saliva	#7effb5	7.0	5.0	#e4cf74	#66fcc2
26	Treponema	5	Subgingival_plaque	#e4cf74	7.0	5.0	#e4cf74	#66fcc2
27	Carnobacterium	5	Saliva	#7effb5	7.0	5.0	#e4cf74	#66fcc2
28	Treponema	5	Subgingival_plaque	#e4cf74	7.0	5.0	#e4cf74	#66fcc2
29	Granulicatella	5	Attached	#4e4dfc	7.0	5.0	#e4cf74	#66fcc2
30	Treponema	5	Subgingival_plaque	#e4cf74	7.0	5.0	#e4cf74	#66fcc2
31	Streptococcus	5	Attached	#4e4dfc	7.0	5.0	#e4cf74	#66fcc2
32	Trueperella	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
33	Atopobium	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
34	Trueperella	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
35	Kytococcus	5	Tongue_dorsum	#ff0000	2.0	2.0	#1996f3	#2489f5
36	Trueperella	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
37	Sanguibacter	5	Saliva	#7effb5	2.0	2.0	#1996f3	#2489f5
38	Varibaculum	2	Posterior_fornix	#4df3ce	5.0	8.0	#7effb5	#f2c26b
39	Filifactor	2	Throat	#ff5029	5.0	8.0	#7effb5	#f2c26b
