	source	target	weight	edge_sample	edcolor
0	Anaerotruncus	Acinetobacter	7.0	Intertype	#cccccc
1	Acinetobacter	Anaerotruncus	7.0	Intertype	#cccccc
2	Bacillus	Actinomyces	2.0	Intertype	#cccccc
3	Actinomyces	Bacillus	2.0	Intertype	#cccccc
4	Bacteroides	Alistipes	7.0	Stool	#b2f396
5	Alistipes	Bacteroides	7.0	Stool	#b2f396
6	Bilophila	Acidaminococcus	2.0	Stool	#b2f396
7	Acidaminococcus	Bilophila	2.0	Stool	#b2f396
8	Blautia	Acetivibrio	10.0	Stool	#b2f396
9	Acetivibrio	Blautia	10.0	Stool	#b2f396
10	Blautia	Akkermansia	7.0	Stool	#b2f396
11	Akkermansia	Blautia	7.0	Stool	#b2f396
12	Butyricimonas	Acholeplasma	2.0	Stool	#b2f396
13	Acholeplasma	Butyricimonas	2.0	Stool	#b2f396
14	Butyricimonas	Acidaminococcus	2.0	Stool	#b2f396
15	Acidaminococcus	Butyricimonas	2.0	Stool	#b2f396
16	Campylobacter	Anaerofustis	1.0	Intertype	#cccccc
17	Anaerofustis	Campylobacter	1.0	Intertype	#cccccc
18	Capnocytophaga	Alloprevotella	1.0	Intertype	#cccccc
19	Alloprevotella	Capnocytophaga	1.0	Intertype	#cccccc
20	Catabacter	Anaerococcus	1.0	Intertype	#cccccc
21	Anaerococcus	Catabacter	1.0	Intertype	#cccccc
22	Catenibacterium	Butyrivibrio	1.0	Stool	#b2f396
23	Butyrivibrio	Catenibacterium	1.0	Stool	#b2f396
24	Cellulomonas	Capnocytophaga	1.0	Intertype	#cccccc
25	Capnocytophaga	Cellulomonas	1.0	Intertype	#cccccc
26	Chlamydia	Butyrivibrio	1.0	Intertype	#cccccc
27	Butyrivibrio	Chlamydia	1.0	Intertype	#cccccc
28	Chlamydia	Catenibacterium	1.0	Intertype	#cccccc
29	Catenibacterium	Chlamydia	1.0	Intertype	#cccccc
30	Coprococcus	Akkermansia	5.0	Stool	#b2f396
31	Akkermansia	Coprococcus	5.0	Stool	#b2f396
32	Coprococcus	Blautia	8.0	Stool	#b2f396
33	Blautia	Coprococcus	8.0	Stool	#b2f396
34	Coprococcus	Coprobacillus	5.0	Stool	#b2f396
35	Coprobacillus	Coprococcus	5.0	Stool	#b2f396
36	Desulfotomaculum	Anaerofustis	1.0	Stool	#b2f396
37	Anaerofustis	Desulfotomaculum	1.0	Stool	#b2f396
38	Desulfotomaculum	Campylobacter	1.0	Intertype	#cccccc
39	Campylobacter	Desulfotomaculum	1.0	Intertype	#cccccc
