	source	target	weight	edge_sample	edcolor
0	Bacillus	Actinomyces	3.0	Intertype	#cccccc
1	Actinomyces	Bacillus	3.0	Intertype	#cccccc
2	Capnocytophaga	Abiotrophia	3.0	Intertype	#cccccc
3	Abiotrophia	Capnocytophaga	3.0	Intertype	#cccccc
4	Capnocytophaga	Akkermansia	3.0	Intertype	#cccccc
5	Akkermansia	Capnocytophaga	3.0	Intertype	#cccccc
6	Gemella	Bacillus	3.0	Intertype	#cccccc
7	Bacillus	Gemella	3.0	Intertype	#cccccc
8	Granulicatella	Capnocytophaga	3.0	Intertype	#cccccc
9	Capnocytophaga	Granulicatella	3.0	Intertype	#cccccc
10	Haemophilus	Campylobacter	4.0	Intertype	#cccccc
11	Campylobacter	Haemophilus	4.0	Intertype	#cccccc
12	Parabacteroides	Capnocytophaga	3.0	Intertype	#cccccc
13	Capnocytophaga	Parabacteroides	3.0	Intertype	#cccccc
14	Prevotella	Actinomyces	3.0	Intertype	#cccccc
15	Actinomyces	Prevotella	3.0	Intertype	#cccccc
16	Rothia	Lawsonella	3.0	Intertype	#cccccc
17	Lawsonella	Rothia	3.0	Intertype	#cccccc
18	Ruminococcus	Anaerococcus	3.0	Intertype	#cccccc
19	Anaerococcus	Ruminococcus	3.0	Intertype	#cccccc
20	Salmonella	Bacillus	3.0	Anterior_nares	#8000ff
21	Bacillus	Salmonella	3.0	Anterior_nares	#8000ff
22	Salmonella	Gemella	3.0	Intertype	#cccccc
23	Gemella	Salmonella	3.0	Intertype	#cccccc
24	Streptococcus	Pseudomonas	3.0	Intertype	#cccccc
25	Pseudomonas	Streptococcus	3.0	Intertype	#cccccc
26	Veillonella	Bacillus	3.0	Intertype	#cccccc
27	Bacillus	Veillonella	3.0	Intertype	#cccccc
