	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Bacillus	5	Anterior_nares	#8000ff	7.0	1.0	#ffa558	#1996f3
1	Actinomyces	6	Supragingival_plaque	#ff964f	0.0	1.0	#8000ff	#1996f3
2	Capnocytophaga	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
3	Abiotrophia	4	Buccal_mucosa	#1996f3	1.0	0.0	#4856fb	#8000ff
4	Capnocytophaga	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
5	Akkermansia	4	Stool	#b2f396	6.0	0.0	#d4dd80	#8000ff
6	Gemella	6	Buccal_mucosa	#1996f3	2.0	1.0	#10a2f0	#1996f3
7	Bacillus	5	Anterior_nares	#8000ff	7.0	1.0	#ffa558	#1996f3
8	Granulicatella	3	Attached	#4e4dfc	1.0	0.0	#4856fb	#8000ff
9	Capnocytophaga	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
10	Haemophilus	7	Buccal_mucosa	#1996f3	3.0	3.0	#2adddd	#b2f396
11	Campylobacter	5	Saliva	#7effb5	3.0	3.0	#2adddd	#b2f396
12	Parabacteroides	4	Stool	#b2f396	6.0	0.0	#d4dd80	#8000ff
13	Capnocytophaga	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
14	Prevotella	7	Throat	#ff5029	9.0	1.0	#ff0000	#1996f3
15	Actinomyces	6	Supragingival_plaque	#ff964f	0.0	1.0	#8000ff	#1996f3
16	Rothia	7	Buccal_mucosa	#1996f3	5.0	4.0	#9bfba5	#ff964f
17	Lawsonella	7	Anterior_nares	#8000ff	5.0	4.0	#9bfba5	#ff964f
18	Ruminococcus	4	Stool	#b2f396	8.0	2.0	#ff592d	#4df3ce
19	Anaerococcus	6	Anterior_nares	#8000ff	8.0	2.0	#ff592d	#4df3ce
20	Salmonella	4	Anterior_nares	#8000ff	2.0	1.0	#10a2f0	#1996f3
21	Bacillus	5	Anterior_nares	#8000ff	7.0	1.0	#ffa558	#1996f3
22	Salmonella	4	Anterior_nares	#8000ff	2.0	1.0	#10a2f0	#1996f3
23	Gemella	6	Buccal_mucosa	#1996f3	2.0	1.0	#10a2f0	#1996f3
24	Streptococcus	6	Attached	#4e4dfc	7.0	5.0	#ffa558	#ff0000
25	Pseudomonas	4	Mid_vagina	#18cde4	7.0	5.0	#ffa558	#ff0000
26	Veillonella	6	Attached	#4e4dfc	4.0	1.0	#62fbc4	#1996f3
27	Bacillus	5	Anterior_nares	#8000ff	7.0	1.0	#ffa558	#1996f3
