	source	target	weight	edge_sample	edcolor
0	Actinomyces	Actinobaculum	5.0	Supragingival_plaque	#ff964f
1	Actinobaculum	Actinomyces	5.0	Supragingival_plaque	#ff964f
2	Aggregatibacter	Abiotrophia	6.0	Intertype	#cccccc
3	Abiotrophia	Aggregatibacter	6.0	Intertype	#cccccc
4	Alistipes	Akkermansia	1.0	Stool	#b2f396
5	Akkermansia	Alistipes	1.0	Stool	#b2f396
6	Avibacterium	Alloprevotella	2.0	Intertype	#cccccc
7	Alloprevotella	Avibacterium	2.0	Intertype	#cccccc
8	Bacillus	Avibacterium	2.0	Intertype	#cccccc
9	Avibacterium	Bacillus	2.0	Intertype	#cccccc
10	Basfia	Alloprevotella	2.0	Intertype	#cccccc
11	Alloprevotella	Basfia	2.0	Intertype	#cccccc
12	Basfia	Bacillus	2.0	Intertype	#cccccc
13	Bacillus	Basfia	2.0	Intertype	#cccccc
14	Brochothrix	Alicycliphilus	1.0	Intertype	#cccccc
15	Alicycliphilus	Brochothrix	1.0	Intertype	#cccccc
16	Bulleidia	Alicycliphilus	1.0	Intertype	#cccccc
17	Alicycliphilus	Bulleidia	1.0	Intertype	#cccccc
18	Bulleidia	Brochothrix	1.0	Intertype	#cccccc
19	Brochothrix	Bulleidia	1.0	Intertype	#cccccc
20	Butyrivibrio	Akkermansia	1.0	Stool	#b2f396
21	Akkermansia	Butyrivibrio	1.0	Stool	#b2f396
22	Butyrivibrio	Alistipes	1.0	Stool	#b2f396
23	Alistipes	Butyrivibrio	1.0	Stool	#b2f396
24	Campylobacter	Aggregatibacter	6.0	Intertype	#cccccc
25	Aggregatibacter	Campylobacter	6.0	Intertype	#cccccc
26	Centipeda	Alicycliphilus	1.0	Intertype	#cccccc
27	Alicycliphilus	Centipeda	1.0	Intertype	#cccccc
28	Centipeda	Brochothrix	1.0	Intertype	#cccccc
29	Brochothrix	Centipeda	1.0	Intertype	#cccccc
30	Centipeda	Bulleidia	1.0	Intertype	#cccccc
31	Bulleidia	Centipeda	1.0	Intertype	#cccccc
32	Chlamydia	Avibacterium	2.0	Intertype	#cccccc
33	Avibacterium	Chlamydia	2.0	Intertype	#cccccc
34	Chlamydia	Basfia	2.0	Intertype	#cccccc
35	Basfia	Chlamydia	2.0	Intertype	#cccccc
36	Chryseobacterium	Avibacterium	2.0	Intertype	#cccccc
37	Avibacterium	Chryseobacterium	2.0	Intertype	#cccccc
38	Chryseobacterium	Basfia	2.0	Intertype	#cccccc
39	Basfia	Chryseobacterium	2.0	Intertype	#cccccc
40	Clostridium	Bifidobacterium	2.0	Stool	#b2f396
41	Bifidobacterium	Clostridium	2.0	Stool	#b2f396
42	Comamonas	Alicycliphilus	1.0	Intertype	#cccccc
43	Alicycliphilus	Comamonas	1.0	Intertype	#cccccc
44	Comamonas	Brochothrix	1.0	Intertype	#cccccc
45	Brochothrix	Comamonas	1.0	Intertype	#cccccc
46	Comamonas	Bulleidia	1.0	Intertype	#cccccc
47	Bulleidia	Comamonas	1.0	Intertype	#cccccc
48	Comamonas	Centipeda	1.0	Intertype	#cccccc
49	Centipeda	Comamonas	1.0	Intertype	#cccccc
50	Conchiformibius	Anaeroglobus	1.0	Intertype	#cccccc
