	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces	8	Supragingival_plaque	#ff964f	15.0	1.0	#ff9d53	#5c38fd
1	Actinobaculum	8	Supragingival_plaque	#ff964f	15.0	1.0	#ff9d53	#5c38fd
2	Aggregatibacter	8	Mixed	#cccccc	9.0	0.0	#70febc	#8000ff
3	Abiotrophia	8	Buccal_mucosa	#1996f3	1.0	0.0	#6629fe	#8000ff
4	Alistipes	4	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
5	Akkermansia	1	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
6	Avibacterium	2	Buccal_mucosa	#1996f3	5.0	5.0	#07bbea	#37e6d8
7	Alloprevotella	8	Attached	#4e4dfc	5.0	5.0	#07bbea	#37e6d8
8	Bacillus	4	Anterior_nares	#8000ff	16.0	5.0	#ff7b40	#37e6d8
9	Avibacterium	2	Buccal_mucosa	#1996f3	5.0	5.0	#07bbea	#37e6d8
10	Basfia	2	Buccal_mucosa	#1996f3	5.0	5.0	#07bbea	#37e6d8
11	Alloprevotella	8	Attached	#4e4dfc	5.0	5.0	#07bbea	#37e6d8
12	Basfia	2	Buccal_mucosa	#1996f3	5.0	5.0	#07bbea	#37e6d8
13	Bacillus	4	Anterior_nares	#8000ff	16.0	5.0	#ff7b40	#37e6d8
14	Brochothrix	1	Saliva	#7effb5	4.0	4.0	#169bf2	#10c6e6
15	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	4.0	#169bf2	#10c6e6
16	Bulleidia	1	Throat	#ff5029	4.0	4.0	#169bf2	#10c6e6
17	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	4.0	#169bf2	#10c6e6
18	Bulleidia	1	Throat	#ff5029	4.0	4.0	#169bf2	#10c6e6
19	Brochothrix	1	Saliva	#7effb5	4.0	4.0	#169bf2	#10c6e6
20	Butyrivibrio	1	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
21	Akkermansia	1	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
22	Butyrivibrio	1	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
23	Alistipes	4	Stool	#b2f396	12.0	3.0	#c2ea8c	#149df1
24	Campylobacter	8	Saliva	#7effb5	9.0	0.0	#70febc	#8000ff
25	Aggregatibacter	8	Mixed	#cccccc	9.0	0.0	#70febc	#8000ff
26	Centipeda	1	Subgingival_plaque	#e4cf74	4.0	4.0	#169bf2	#10c6e6
27	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	4.0	#169bf2	#10c6e6
28	Centipeda	1	Subgingival_plaque	#e4cf74	4.0	4.0	#169bf2	#10c6e6
29	Brochothrix	1	Saliva	#7effb5	4.0	4.0	#169bf2	#10c6e6
30	Centipeda	1	Subgingival_plaque	#e4cf74	4.0	4.0	#169bf2	#10c6e6
