TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter parvus	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Acinetobacter soli	R_Retroauricular_crease	#acf59a	2	188.0	1.0	#ff0905	#7e03ff
Acinetobacter sp. Ag2	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	14	94.0	13.0	#7dffb6	#642cfe
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	48.0	19.0	#00b5eb	#5641fd
Acinetobacter tandoii	Anterior_nares	#8000ff	1	83.0	16.0	#5efac6	#5c38fd
Acinetobacter towneri	Anterior_nares	#8000ff	10	94.0	13.0	#7dffb6	#642cfe
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	6	84.0	16.0	#60fac5	#5c38fd
Actinomyces europaeus	Anterior_nares	#8000ff	2	81.0	17.0	#58f8c9	#5a3bfd
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	360	104.0	30.0	#96fca7	#3c68f9
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	28.0	22.0	#3670f8	#4e4dfc
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	176.0	16.0	#ff3b1e	#5c38fd
Advenella kashmirensis	Anterior_nares	#8000ff	1	81.0	17.0	#58f8c9	#5a3bfd
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	5	30.0	2.0	#3079f7	#7c06ff
Aeromonas media	L_Retroauricular_crease	#34e4d9	1	153.0	10.0	#ff934d	#6a22fe
Aeromonas rivuli	Anterior_nares	#8000ff	1	184.0	34.0	#ff1c0e	#3473f8
Aeromonas sanarellii	Anterior_nares	#8000ff	1	107.0	24.0	#9efaa2	#4a53fb
Afipia clevelandensis	Anterior_nares	#8000ff	3	107.0	24.0	#9efaa2	#4a53fb
Afipia sp. P52-10	L_Retroauricular_crease	#34e4d9	1	153.0	10.0	#ff934d	#6a22fe
Agrobacterium sp. LC34	Anterior_nares	#8000ff	2	107.0	24.0	#9efaa2	#4a53fb
Agrobacterium sp. SUL3	Anterior_nares	#8000ff	9	107.0	24.0	#9efaa2	#4a53fb
Agrobacterium tumefaciens	R_Retroauricular_crease	#acf59a	16	107.0	24.0	#9efaa2	#4a53fb
Aliihoeflea sp. 2WW	R_Retroauricular_crease	#acf59a	4	79.0	1.0	#54f6cb	#7e03ff
Aliivibrio salmonicida	Anterior_nares	#8000ff	1	106.0	32.0	#9cfba4	#386df9
Alistipes onderdonkii	Stool	#e8cb72	313	88.0	38.0	#6dfdbf	#2981f6
Alistipes sp. AL-1	Stool	#e8cb72	277	181.0	38.0	#ff2914	#2981f6
Aliterella atlantica	Anterior_nares	#8000ff	21	94.0	13.0	#7dffb6	#642cfe
alpha proteobacterium L41A	R_Retroauricular_crease	#acf59a	7	170.0	1.0	#ff532a	#7e03ff
Aminiphilus circumscriptus	L_Retroauricular_crease	#34e4d9	1	30.0	2.0	#3079f7	#7c06ff
Anaerococcus senegalensis	L_Retroauricular_crease	#34e4d9	37	77.0	45.0	#4ef3cd	#1996f3
Anoxybacillus tepidamans	Anterior_nares	#8000ff	1	12.0	23.0	#6032fe	#4c50fc
Arcobacter cibarius	L_Retroauricular_crease	#34e4d9	1	98.0	52.0	#86ffb0	#09a9ee
Arthrobacter castelli	Anterior_nares	#8000ff	3	93.0	33.0	#78ffb8	#3670f8
Arthrobacter sp. AK-YN10	Anterior_nares	#8000ff	2	97.0	33.0	#84ffb2	#3670f8
Arthrobacter sp. H14	Anterior_nares	#8000ff	1	22.0	35.0	#4659fb	#3079f7
Asanoa ferruginea	Anterior_nares	#8000ff	2	184.0	34.0	#ff1c0e	#3473f8
Atopobium sp. ICM42b	Saliva	#cbe486	372	89.0	56.0	#6efebe	#00b5eb
Atopococcus tabaci	Anterior_nares	#8000ff	2	16.0	16.0	#5641fd	#5c38fd
Aurantimonas coralicida	Anterior_nares	#8000ff	1	83.0	16.0	#5efac6	#5c38fd
Aureimonas altamirensis	R_Retroauricular_crease	#acf59a	12	118.0	1.0	#bced8f	#7e03ff
Azohydromonas australica	Anterior_nares	#8000ff	5	94.0	13.0	#7dffb6	#642cfe
Bacillus ginsengihumi	L_Retroauricular_crease	#34e4d9	2	30.0	2.0	#3079f7	#7c06ff
Bacillus mycoides	L_Retroauricular_crease	#34e4d9	1	30.0	2.0	#3079f7	#7c06ff
Bacillus smithii	L_Retroauricular_crease	#34e4d9	5	184.0	34.0	#ff1c0e	#3473f8
Bacillus sp. X1(2014)	R_Retroauricular_crease	#acf59a	1	80.0	62.0	#56f7ca	#0dc2e8
Bacillus velezensis	Anterior_nares	#8000ff	1	12.0	23.0	#6032fe	#4c50fc
bacteria symbiont BFo2 of Frankliniella occidentalis	Anterior_nares	#8000ff	13	69.0	11.0	#38e7d7	#6826fe
Bacteroides sp. 3_1_23	Stool	#e8cb72	266	21.0	74.0	#4856fb	#28dbde
Bacteroides sp. D2	Stool	#e8cb72	252	168.0	68.0	#ff5c2f	#1acfe3
Bacteroides sp. D22	Stool	#e8cb72	224	21.0	74.0	#4856fb	#28dbde
Bdellovibrio bacteriovorus	Anterior_nares	#8000ff	1	25.0	51.0	#3e65fa	#0ca7ef
Bifidobacterium dentium	Posterior_fornix	#8efeac	4	138.0	27.0	#f2c26b	#445cfb
Bifidobacterium minimum	L_Retroauricular_crease	#34e4d9	1	153.0	10.0	#ff934d	#6a22fe
Bifidobacterium moukalabense	Posterior_fornix	#8efeac	1	138.0	27.0	#f2c26b	#445cfb
Bifidobacterium ruminantium	Stool	#e8cb72	6	117.0	80.0	#bbee91	#37e6d8
Bifidobacterium sp. MSTE12	Posterior_fornix	#8efeac	1	138.0	27.0	#f2c26b	#445cfb
Bifidobacterium thermacidophilum	Anterior_nares	#8000ff	2	2.0	54.0	#7c06ff	#06aeed
Blautia obeum	Stool	#e8cb72	343	89.0	73.0	#6efebe	#27dade
Blautia producta	Stool	#e8cb72	121	89.0	73.0	#6efebe	#27dade
Bordetella petrii	Anterior_nares	#8000ff	1	22.0	35.0	#4659fb	#3079f7
Bordetella trematum	Anterior_nares	#8000ff	2	92.0	53.0	#76ffb9	#08acee
Brachybacterium faecium	Anterior_nares	#8000ff	1	161.0	63.0	#ff763d	#10c6e6
Brachybacterium sp. SW0106-09	L_Retroauricular_crease	#34e4d9	10	46.0	85.0	#06aeed	#42edd3
Bradyrhizobium elkanii	Anterior_nares	#8000ff	3	96.0	37.0	#80ffb4	#2c7ef7
Bradyrhizobium japonicum	Vaginal_introitus	#ff0000	9	107.0	24.0	#9efaa2	#4a53fb
Bradyrhizobium lablabi	Anterior_nares	#8000ff	2	97.0	33.0	#84ffb2	#3670f8
Bradyrhizobium sp. OHSU_III	Anterior_nares	#8000ff	5	107.0	24.0	#9efaa2	#4a53fb
Bradyrhizobium sp. URHA0002	Anterior_nares	#8000ff	4	93.0	33.0	#78ffb8	#3670f8
Brevibacterium linens	R_Retroauricular_crease	#acf59a	23	159.0	35.0	#ff7e41	#3079f7
Brevibacterium massiliense	Anterior_nares	#8000ff	23	81.0	17.0	#58f8c9	#5a3bfd
Brevibacterium senegalense	Anterior_nares	#8000ff	2	35.0	33.0	#2489f5	#3670f8
Brevundimonas abyssalis	R_Retroauricular_crease	#acf59a	4	107.0	24.0	#9efaa2	#4a53fb
Brevundimonas aveniformis	R_Retroauricular_crease	#acf59a	1	8.0	1.0	#6c1fff	#7e03ff
Brevundimonas bacteroides	R_Retroauricular_crease	#acf59a	2	170.0	1.0	#ff532a	#7e03ff
Brevundimonas diminuta	R_Retroauricular_crease	#acf59a	37	61.0	1.0	#22d6e0	#7e03ff
Brevundimonas naejangsanensis	R_Retroauricular_crease	#acf59a	10	49.0	1.0	#02b7eb	#7e03ff
Brevundimonas nasdae	R_Retroauricular_crease	#acf59a	4	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. AAP58	R_Retroauricular_crease	#acf59a	1	8.0	1.0	#6c1fff	#7e03ff
Brevundimonas sp. BAL3	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. DS20	R_Retroauricular_crease	#acf59a	12	79.0	1.0	#54f6cb	#7e03ff
Brevundimonas sp. EAKA	R_Retroauricular_crease	#acf59a	7	170.0	1.0	#ff532a	#7e03ff
Brevundimonas sp. KM4	R_Retroauricular_crease	#acf59a	6	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. Leaf168	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. Leaf280	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. Leaf363	R_Retroauricular_crease	#acf59a	3	61.0	1.0	#22d6e0	#7e03ff
Brevundimonas sp. Root1279	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Brevundimonas sp. Root1423	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Brevundimonas subvibrioides	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff
Burkholderia ambifaria	Anterior_nares	#8000ff	2	176.0	16.0	#ff3b1e	#5c38fd
Burkholderia contaminans	Anterior_nares	#8000ff	1	96.0	37.0	#80ffb4	#2c7ef7
Caldimonas manganoxidans	R_Retroauricular_crease	#acf59a	1	162.0	86.0	#ff733b	#44eed2
Campylobacter iguaniorum	Buccal_mucosa	#445cfb	2	177.0	103.0	#ff381c	#6afdc0
Campylobacter rectus	Subgingival_plaque	#ffac5c	497	27.0	91.0	#386df9	#50f4cc
Campylobacter sp. 10_1_50	Attached	#622ffe	265	99.0	101.0	#88ffaf	#66fcc2
Campylobacter sputorum	Attached	#622ffe	4	177.0	103.0	#ff381c	#6afdc0
