TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Dialister micraerophilus	Saliva	#cbe486	5	0.0	2.0	#8000ff	#4df3ce	Mixed	#cccccc
Lactobacillus jensenii	Posterior_fornix	#8efeac	4	3.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Lactobacillus vaginalis	Posterior_fornix	#8efeac	6	0.0	2.0	#8000ff	#4df3ce	Mixed	#cccccc
Lawsonella clevelandensis	Anterior_nares	#8000ff	4	1.0	1.0	#1996f3	#1996f3	Mixed	#cccccc
Parabacteroides merdae	Stool	#e8cb72	4	4.0	5.0	#ff964f	#ff0000	Mixed	#cccccc
Prevotella disiens	Palatine_Tonsils	#70febc	4	0.0	2.0	#8000ff	#4df3ce	Mixed	#cccccc
Rothia dentocariosa	Supragingival_plaque	#ff8646	4	2.0	3.0	#4df3ce	#b2f396	Mixed	#cccccc
Sphingobium yanoikuyae	Vaginal_introitus	#ff0000	4	5.0	4.0	#ff0000	#ff964f	Mixed	#cccccc
Sphingomonas sp. MEA3-1	Vaginal_introitus	#ff0000	4	1.0	1.0	#1996f3	#1996f3	Mixed	#cccccc
Corynebacterium matruchotii	Supragingival_plaque	#ff8646	4	0.0	2.0	#8000ff	#4df3ce	Mixed	#cccccc
Aerococcus christensenii	Posterior_fornix	#8efeac	4	3.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Bacteroides vulgatus	Stool	#e8cb72	3	1.0	1.0	#1996f3	#1996f3	Mixed	#cccccc
Herbaspirillum sp. B39	Vaginal_introitus	#ff0000	4	4.0	5.0	#ff964f	#ff0000	Mixed	#cccccc
Faecalibacterium prausnitzii	Stool	#e8cb72	3	2.0	3.0	#4df3ce	#b2f396	Mixed	#cccccc
Herbaspirillum huttiense	Vaginal_introitus	#ff0000	4	5.0	4.0	#ff0000	#ff964f	Mixed	#cccccc
