TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces georgiae	Subgingival_plaque	#ffac5c	17	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	19	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	5	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
Actinomyces israelii	Subgingival_plaque	#ffac5c	15	0.0	1.0	#8000ff	#1996f3	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	19	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	19	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	19	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	19	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 180	Tongue_dorsum	#ff2f18	3	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	19	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	11	0.0	2.0	#8000ff	#4df3ce	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	19	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces viscosus	Attached	#622ffe	19	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Afipia birgiae	Throat	#ff5c2f	2	1.0	3.0	#ff0000	#b2f396	Mixed	#cccccc
Aggregatibacter segnis	Supragingival_plaque	#ff8646	13	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Aggregatibacter sp. oral taxon 458	Saliva	#cbe486	19	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Alistipes obesi	Stool	#e8cb72	3	1.0	2.0	#ff0000	#4df3ce	Mixed	#cccccc
