TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidovorax caeni	Anterior_nares	#8000ff	10	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Acidovorax sp. JS42	Buccal_mucosa	#445cfb	4	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Acidovorax sp. Leaf160	R_Retroauricular_crease	#acf59a	1	0.0	5.0	#8000ff	#ecc86f	Mixed	#cccccc
Acidovorax sp. NO-1	R_Retroauricular_crease	#acf59a	2	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Acidovorax sp. SD340	R_Retroauricular_crease	#acf59a	1	1.0	1.0	#ff0000	#386df9	Mixed	#cccccc
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	23	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Acinetobacter bereziniae	R_Retroauricular_crease	#acf59a	3	1.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Acinetobacter junii	Anterior_nares	#8000ff	24	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Acinetobacter parvus	R_Retroauricular_crease	#acf59a	3	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Acinetobacter schindleri	R_Retroauricular_crease	#acf59a	1	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Acinetobacter soli	R_Retroauricular_crease	#acf59a	2	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Acinetobacter sp. Ag2	R_Retroauricular_crease	#acf59a	3	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Acinetobacter sp. NIPH 284	L_Retroauricular_crease	#34e4d9	1	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	3	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
[Actinobacillus] muris	Attached	#622ffe	2	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Actinobacillus ureae	Keratinized_gingiva	#17cbe4	1	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Actinomyces dentalis	Subgingival_plaque	#ffac5c	17	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	26	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	11	1.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	25	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces meyeri	Subgingival_plaque	#ffac5c	5	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Actinomyces neuii	Posterior_fornix	#8efeac	5	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Actinomyces odontolyticus	Throat	#ff5c2f	19	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	24	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	25	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	19	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	18	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	6	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	15	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	3	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	5	1.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	15	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	1	0.0	5.0	#8000ff	#ecc86f	Mixed	#cccccc
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff2f18	9	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. SD1	L_Retroauricular_crease	#34e4d9	3	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Actinomyces viscosus	Attached	#622ffe	20	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Adlercreutzia equolifaciens	Stool	#e8cb72	1	0.0	4.0	#8000ff	#a2f9a0	Mixed	#cccccc
Aerococcus christensenii	Posterior_fornix	#8efeac	5	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Aerococcus viridans	R_Retroauricular_crease	#acf59a	3	0.0	2.0	#8000ff	#10c6e6	Mixed	#cccccc
Aggregatibacter actinomycetemcomitans	Buccal_mucosa	#445cfb	1	1.0	1.0	#ff0000	#386df9	Mixed	#cccccc
Aggregatibacter aphrophilus	Saliva	#cbe486	20	0.0	1.0	#8000ff	#386df9	Mixed	#cccccc
Aggregatibacter segnis	Supragingival_plaque	#ff8646	6	1.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Aggregatibacter sp. oral taxon 458	Saliva	#cbe486	12	1.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
