	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Firmicutes	Bacteroidetes	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
1	Bacteroidetes	Firmicutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
2	Firmicutes	Candidatus Saccharibacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
3	Candidatus Saccharibacteria	Firmicutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
4	Proteobacteria	Bacteroidetes	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
5	Bacteroidetes	Proteobacteria	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
6	Proteobacteria	Firmicutes	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
7	Firmicutes	Proteobacteria	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
8	Proteobacteria	Fusobacteria	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
9	Fusobacteria	Proteobacteria	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
10	Spirochaetes	Firmicutes	1.0	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
11	Firmicutes	Spirochaetes	1.0	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
12	Tenericutes	Bacteroidetes	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
13	Bacteroidetes	Tenericutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
14	Tenericutes	Candidatus Saccharibacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
15	Candidatus Saccharibacteria	Tenericutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
16	Tenericutes	Spirochaetes	1.0	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
17	Spirochaetes	Tenericutes	1.0	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
18	Verrucomicrobia	Firmicutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
19	Firmicutes	Verrucomicrobia	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
20	Verrucomicrobia	Tenericutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
21	Tenericutes	Verrucomicrobia	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
