	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcales	Acholeplasmatales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasmatales	Acidaminococcales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Campylobacterales	Bacteroidales	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
3	Bacteroidales	Campylobacterales	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
4	Coriobacteriales	Clostridiales	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
5	Clostridiales	Coriobacteriales	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
6	Erysipelotrichales	Clostridiales	1.0	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
7	Clostridiales	Erysipelotrichales	1.0	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
8	Flavobacteriales	Campylobacterales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
9	Campylobacterales	Flavobacteriales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
10	Fusobacteriales	Actinomycetales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
11	Actinomycetales	Fusobacteriales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
12	Fusobacteriales	Campylobacterales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
13	Campylobacterales	Fusobacteriales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
14	Neisseriales	Micrococcales	1.0	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
15	Micrococcales	Neisseriales	1.0	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
16	Propionibacteriales	Micrococcales	1.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
17	Micrococcales	Propionibacteriales	1.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
18	Propionibacteriales	Neisseriales	1.0	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
19	Neisseriales	Propionibacteriales	1.0	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
20	Spirochaetales	Eggerthellales	1.0	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
21	Eggerthellales	Spirochaetales	1.0	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
22	Spirochaetales	Neisseriales	1.0	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
23	Neisseriales	Spirochaetales	1.0	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
24	Thiotrichales	Alteromonadales	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
25	Alteromonadales	Thiotrichales	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
26	Veillonellales	Actinomycetales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
27	Actinomycetales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
28	Veillonellales	Bacillales	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
29	Bacillales	Veillonellales	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
30	Veillonellales	Bacteroidales	1.0	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
31	Bacteroidales	Veillonellales	1.0	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
32	Veillonellales	Campylobacterales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
33	Campylobacterales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
34	Veillonellales	Cardiobacteriales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
35	Cardiobacteriales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
36	Veillonellales	Corynebacteriales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
37	Corynebacteriales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
38	Veillonellales	Flavobacteriales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
39	Flavobacteriales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
40	Veillonellales	Fusobacteriales	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
41	Fusobacteriales	Veillonellales	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
42	Veillonellales	Micrococcales	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
43	Micrococcales	Veillonellales	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
44	Veillonellales	Oceanospirillales	1.0	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc
45	Oceanospirillales	Veillonellales	1.0	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc
46	Veillonellales	Propionibacteriales	1.0	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
47	Propionibacteriales	Veillonellales	1.0	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
48	Veillonellales	Rhizobiales	1.0	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
49	Rhizobiales	Veillonellales	1.0	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
50	Veillonellales	Sphingomonadales	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
51	Sphingomonadales	Veillonellales	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
52	Veillonellales	Spirochaetales	1.0	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
53	Spirochaetales	Veillonellales	1.0	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
54	Xanthomonadales	Enterobacteriales	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
55	Enterobacteriales	Xanthomonadales	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
